TotElecGen_2015,PolStab_2015,ContCorrup_2015,RegQual_2015,RuleofLaw_2015,GDP2010base_2015,GDPPerCapita_2015,GovEffec_2015
0.013424942862946154,0.035658124979201955,0.04486881296116313,0.17596959242673726,0.010000000000000009,0.033590009969707846,0.01109126399987155,0.17140047466087088
0.03017860235435521,0.7223915166878412,0.2727092306022997,0.4754508024224529,0.33632617967010225,0.02578091364140489,0.04419616908771735,0.4817735758164377
0.17595264014034284,0.38429454448071887,0.22874065004831712,0.13139449751014404,0.18764756643357253,0.17174012182787035,0.046498846011516874,0.36277632698284423
0.27647919596480064,0.6443944646738895,0.2547491876255854,0.19770383117386836,0.21349492355260455,0.2910798376769965,0.14069768444965589,0.46191654580822755
0.03640033690535738,0.5815158934763668,0.2582432701330434,0.4893972302939283,0.3197786328466093,0.023935306098276987,0.04080649534167886,0.4419427666537761
0.3673845418367333,0.8492349581876383,0.8961026664116547,0.8806518167985717,0.933976757042911,0.47661357745068444,0.5622347582475397,0.8435900263472496
0.1637751496182236,0.9099905917721998,0.8003058143156186,0.7831672086229851,0.9423123943155232,0.2758217425792082,0.43883778312003396,0.8237079453697664
0.15881723485303645,0.35560960282097165,0.18576630404580455,0.20083604859707646,0.2189157179967629,0.15091219226412667,0.017664369051586328,0.3109246493667489
0.10777744223305674,0.6668115150655227,0.3107250484569751,0.17692682260279924,0.20180379112832383,0.07572799193578783,0.063781507616851,0.3725636196571921
0.17721110395773965,0.7791138968413558,0.814571168487719,0.7539518634242667,0.8335882572383935,0.3099266261296586,0.407578245487145,0.8142364528291395
0.03873563121182155,0.577713164585766,0.21532702481294694,0.20418365562442664,0.1107378720196347,0.04021846040266763,0.0352013483829471,0.3275990546082571
0.0602469520520561,0.5461818902640998,0.29518404438852214,0.37874854003464176,0.34933214762753967,0.03198403773719016,0.051794398649995695,0.35244373290226316
0.5225748467366,0.562890057805952,0.29450264392853376,0.3795079025893022,0.38660235090533035,0.5897581982192386,0.09188839988812539,0.4365230677398909
0.13923669734599275,0.6449916197386117,0.3293121129911618,0.5708315025232971,0.4004986514394243,0.07043443902169422,0.07464038280330723,0.5279578108261767
0.033020973734065207,0.4079641813302687,0.11549481909035686,0.19627306649328452,0.15655740942694757,0.0488081567185813,0.01843990860292891,0.2976634719682892
0.5505673395676689,0.940973090008157,0.8972824312977251,0.8626878685204743,0.9386525549397199,0.5372781429795045,0.43302454026027654,0.8895776689400485
0.18676458557137143,0.7429440001402503,0.7371239659894475,0.7684885435377363,0.8004476227908291,0.21248298759549133,0.1385894566653024,0.732214640607505
1.0,0.5113767605775527,0.32470181912036833,0.35502827556470956,0.3136884729993968,0.8665572868016336,0.0845591640999816,0.5743256672336106
0.17632087370697147,0.3892409585122437,0.320459713932172,0.5459579531347352,0.3529261488681078,0.25536627681673874,0.06600629870999883,0.4709678812183541
0.015920405471410604,0.5170094726840245,0.0834042007320494,0.12579608645681178,0.12809124949658945,0.028141153989901357,0.02956526248950446,0.24141923157480938
0.045892194857013346,0.8014602695120527,0.5967852454710437,0.5612191892830525,0.5675039134106042,0.060289360133005565,0.11626954371266682,0.5668177981260017
0.03931789550158049,0.4449358698832344,0.2843534209568883,0.3007206972857596,0.2526535771167883,0.0492380684260012,0.02476829365145127,0.31979283384638235
0.04720103470273407,0.7799691948000322,0.46392921852111935,0.5203094489259507,0.48302538922148086,0.07453317750790145,0.12100422567217753,0.5989982820131192
0.07327463300882275,0.792533147052766,0.4177936768638895,0.11876163415248553,0.23274255350839798,0.08782616527295273,0.08090041757901137,0.4844446245207196
0.025614839330182826,0.7705859340078238,0.6651711492600727,0.6969325199283044,0.716029866538838,0.03794751001479535,0.234338325869061,0.7234889300738302
0.1980328081689079,0.8714114610706796,0.513699892636104,0.7061728500305493,0.746052784064852,0.19320453370264123,0.1803395515294796,0.7229977085472595
0.09557095122673243,0.8522174237986553,0.9829560420653087,0.8669657198352174,0.9942455484735068,0.2483758954156674,0.5278884886528927,0.9095622900870521
0.0682484653309442,0.6966338403242448,0.18309680430032924,0.41868129511296387,0.28513283606565,0.08301233639341143,0.07332163110066969,0.39619817132002444
0.08780861465049072,0.6070273729981367,0.22195889038295954,0.13550099596979664,0.14186607618983776,0.09866653772007494,0.06550217706032312,0.3764067599958201
0.31234435416726325,0.28860929374855687,0.23072210048810501,0.216888506478395,0.2605449227722785,0.2051657718037363,0.04037124964146953,0.3002474981157311
0.030490030251587363,0.6369129263292778,0.28732472321790437,0.47789278036337346,0.2650458029700983,0.03496080145950431,0.041770712457467885,0.4245348245608774
0.044671437809610914,0.7870762256929312,0.7407352727610761,0.8503897809414662,0.7970692993410138,0.03747180340602285,0.17732304490551332,0.7279953415779961
0.04473341518869023,0.2882463754428247,0.2803280209277416,0.16741429684696824,0.2861488276711457,0.06425362671715917,0.011700274335223571,0.32882884286598163
0.17561411632919277,0.8858643676070566,0.9999189234247543,0.8927159864733405,1.0,0.20520587559392456,0.42516792259506136,0.9014337546299421
0.5163932384392893,0.6660323196696813,0.7439081491393913,0.713972254285192,0.8196591244834686,0.624818252556149,0.3648657439118371,0.81385362694591
0.017304723024199498,0.6459013721923064,0.21062939894403093,0.2266088688047239,0.27479495853861735,0.03219996176972584,0.0778659776729794,0.3086005119033551
0.5416118141048459,0.8056500354962751,0.8844264750446897,0.8640578772617642,0.9255911621902961,0.6827050508208137,0.4085095011432874,0.8836994114981112
0.047974595463002756,0.6333579801890222,0.3493321060634231,0.4203314548799779,0.46694009475765563,0.06087903007244355,0.022524612967044725,0.4276600241442639
0.14529900084803649,0.5867135062972937,0.3789565514922282,0.5318432780467535,0.50156214928143,0.20241194536846996,0.18365633976926948,0.5389870363162155
0.04664897564429382,0.486715335037162,0.20560386302107783,0.3735364493149093,0.16451919196179232,0.06555246026537198,0.044606610509857085,0.31385228914856167
0.013440354292893919,0.48300126619349254,0.07245159262009365,0.13220651646851894,0.09975511161219819,0.0263116211290908,0.019044415430736185,0.010000000000000009
0.09895618610979273,0.8165897087502697,0.43842720495927034,0.622041296769944,0.5384159139471745,0.1438912362828778,0.130080744980405,0.5951345642629353
0.06919623731351576,0.9488510241481813,0.9111510578956894,0.7504046814280894,0.890159228298588,0.028939766054826954,0.5211148495362146,0.826723125872757
0.6969954594253966,0.4176422834306289,0.30624381300885073,0.3292226803168574,0.41428696729960757,0.5860899372995592,0.021168314192960384,0.5004089234783281
0.35436282642563066,0.4961310769195185,0.2781653835413128,0.373209256721734,0.31027446792704316,0.42358591575469906,0.038102625050010164,0.4233629388914355
0.3861304955079574,0.4230073457419974,0.23956097367045978,0.0964985473670188,0.17112358403813044,0.29806769435201597,0.05353139159004021,0.43074377404951786
0.17616121514026706,0.10883573407731417,0.03777061545127047,0.1152435486731413,0.03394274919480206,0.170931799093485,0.054369980975129115,0.18921715518998666
0.09348675832303288,0.8547610369096068,0.8256771800265958,0.8882878584333163,0.9200130509958648,0.23287133967677254,0.6136403876105629,0.836268352981832
0.16811748227616863,0.3831757077245257,0.6481583346760047,0.750117153568483,0.7499907978331464,0.21863985355005267,0.35641482612938913,0.8024436395577861
0.38671781155645957,0.7294041209126207,0.4034783284866291,0.6125760189331569,0.5037562299515091,0.5647857506395406,0.3019985802155212,0.5836580506443965
0.024218420885047,0.6636261250714928,0.33803550083822115,0.45503599460474103,0.36433121624901627,0.02651053244955226,0.053562558935872966,0.5372553250291134
0.6376703074389287,0.8916410909054422,0.8134819852722843,0.7362424870545855,0.8489139855725557,0.7830042975604615,0.3441285202598474,0.8948013898628235
0.06978992685983931,0.49831605109082655,0.4678491064835192,0.44931480152694353,0.549375796429729,0.04608817320285141,0.04626925526497853,0.5078919779342908
0.23150761329104408,0.6326751073607846,0.17406844294978038,0.41990032515665937,0.3054915507225169,0.16964589969539878,0.10853507010479321,0.4623105917922118
0.042284155662973055,0.34798565256598407,0.13160400439895992,0.34921528900666987,0.2919404165377402,0.06785172460804734,0.018531937107702148,0.40924884998482947
0.5114080521399984,0.6788161594319893,0.49782850781828913,0.7098480265489613,0.6861878715467604,0.47919073677944757,0.2873020572567366,0.7150558267248434
0.06807897829676945,0.24013159642421578,0.16585045392886816,0.35366952853226646,0.19827443698134842,0.05795012934402255,0.0804151436889006,0.3689662149616229
0.01081529467913267,0.4483538767471137,0.2287745001479588,0.2094427228967248,0.18968570335971663,0.013021743450011947,0.012385479498106965,0.16346233923165787
0.02468150097480626,0.8197666820730458,0.5622584113640477,0.7512394650188052,0.7071868124420542,0.06032813886760291,0.14530060409484397,0.7552220182970872
0.014487887960026424,0.9797429962529787,0.9527548289432541,0.847604867382654,0.9476971266655075,0.07640329564744874,0.9999999999999999,0.8807307695240205
0.029351462693986474,0.5733515434686371,0.3315734444268248,0.5374317917615878,0.375018912631782,0.022903421199919394,0.05290297338216238,0.5069332845858388
0.01584327159653398,0.5403144303739271,0.1744232001772199,0.23469840905234718,0.23668296590222226,0.02382745757330662,0.01,0.1800984896359039
0.2818578964100167,0.7018716756787277,0.46124848261983553,0.6186116466106738,0.5667209689531469,0.24285957873428154,0.10308489742568702,0.7002880026109544
0.01584244936647239,0.2441151109936751,0.21889779329695258,0.28204522610172733,0.22338094965653457,0.025414728181429758,0.012788614169750422,0.2626407452510928
0.010000000000000009,0.8573546975577326,0.3687858318975653,0.14451765979031322,0.36840834202692363,0.010000000000000009,0.036946346036758025,0.10664054376157284
0.020349051815354624,0.8759843355501473,0.47681438641872,0.7043010545191701,0.6647983020772348,0.02451437482814145,0.09626839283813535,0.725438358839268
0.4046234750670018,0.45290329188199074,0.1969607098244244,0.5187167613753949,0.3033378662148105,0.4634307183568719,0.09976297521883588,0.5281645666355108
0.028908349773548392,0.8095482152967148,0.2693844064615065,0.3395811835306314,0.3220156737270417,0.02417500767228764,0.043860423680990954,0.38189351241027447
0.10010398986373703,0.560529187657693,0.3410095255851684,0.3850497601147743,0.4027353594071754,0.12025845633240839,0.03362461415454782,0.4649330982542846
0.061227713677333706,0.3666617322034918,0.17841331017919482,0.11903556353634931,0.08424027233280779,0.08467679369683134,0.018046765250412142,0.19104181518623264
0.015217780746178633,0.8134860318486311,0.4834964763462437,0.40552835978425544,0.48025026633014506,0.027537813556263502,0.053188519000686496,0.5371534751672297
0.23613863174343774,0.8589190373698141,0.8966793298478564,0.883268844962849,0.9669976918054095,0.4022253909894691,0.4486209552390836,0.9059722463603505
0.1299831738342816,0.9999999999999999,1.0,0.9140549799449208,0.9828727550126597,0.15898805765142265,0.3831436096114327,0.9180468994048154
0.025770566545128992,0.6205269542771523,0.16465721824535776,0.32847735720846677,0.22312618254076655,0.02387196849729767,0.025526703190400717,0.28944098529496526
0.011615581595821878,0.389853090262127,0.22644899358150142,0.2438574799702758,0.26902862968018965,0.02266385762632761,0.01016681522239615,0.3269871853450181
0.10155040063177667,0.18767206821543392,0.11420269264620103,0.21311256254106475,0.16053868116600573,0.29314350800303146,0.03178236440309851,0.25617441508052075
0.2753852087831451,0.9143776295177535,0.9913328637480914,0.8346655106637433,0.985579860327977,0.29493472594691317,0.7349027175688086,0.9134198540395118
0.23714238184901615,0.0564939515741576,0.18512719653922716,0.2696449690436634,0.21464568482839194,0.18673638769255696,0.018726037853983562,0.3239844650683103
0.044296093127507596,0.7317951711148358,0.30130291020345834,0.5174043350931952,0.3979040520003635,0.058297003824995364,0.13914019681534143,0.5473989170414836
0.15277910813678708,0.6499763310274123,0.1491518582846167,0.3597119931374433,0.2354860352205451,0.04825427273061944,0.058460108776320276,0.25860032955926393
0.13825427473853513,0.5473272310286255,0.2582387536390419,0.5525138958824386,0.2926896727131859,0.16967295843576236,0.06652848477246343,0.4148970303197439
0.19772431007814362,0.4394943261799017,0.27945818667272326,0.41733944723950395,0.3322544466640759,0.21967721146989494,0.03485863926383316,0.5055072703118985
0.2960019694599627,0.8468509864778551,0.5759523582288542,0.6812032745984804,0.6500181204420475,0.32276399406437895,0.12882108077751966,0.6653287841963148
0.1442464627833605,0.8569701438995131,0.6538924565759759,0.6702549035785563,0.745638235404301,0.19357454247039574,0.19419894808991914,0.7634644718586305
0.12426830224726038,0.8755170708653953,0.6345532541583283,0.5998732485555217,0.6412640470813014,0.16148808767736533,0.6238793316378364,0.7016759441639688
0.6435532049231314,0.39861243350932274,0.14858745390356198,0.2965149691505654,0.2154862293830575,0.5223126118649476,0.09678411021148893,0.43178518810678124
0.41986879822462897,0.49346208539752445,0.41294907117918567,0.43459300801654954,0.4601185877830274,0.35668541784668484,0.20779245409878852,0.5259211743522904
0.023648417878252115,0.613451587185632,0.4147650371607329,0.38838506142613227,0.3881018144353111,0.03407335357367258,0.017377847401708304,0.38010469290900417
0.010434021345698041,0.6167819827980395,0.18804499329639304,0.201825058802923,0.190513493843461,0.01378335943425435,0.011187037952143167,0.18841032084935522
0.14255082266480246,0.949695700860533,0.9517062469630939,1.0,0.9307194566577641,0.22890141017197396,0.5513535772435834,1.0
0.08983279006891642,0.84677868623702,0.44614353267084855,0.6277143185288757,0.5672434392202995,0.11180270806864856,0.16543980103357045,0.6743938347010029
0.05789335908573301,0.8653390967137585,0.6032724416007932,0.5866602941228873,0.6978957612652605,0.06474619214809563,0.21028276869616946,0.7057498831371998
0.3635233240485196,0.5907763084004147,0.4058229337640013,0.49890030721974626,0.45190658518201837,0.27784942452902184,0.061677358269207234,0.5473088162849504
0.3843243869673616,0.7001141189800677,0.5533465031689375,0.6325136457592957,0.6776419327130314,0.49162717409772394,0.25786758761721473,0.7526847943136228
0.05307464771131132,0.6621863551508771,0.3083197950844116,0.4148418938207386,0.4377783923553674,0.09013241118046411,0.04312659096664527,0.47722310386637595
0.05267190271595046,0.13194425483304062,0.012005575127259194,0.05128108276869464,0.09132921985068071,0.07932261380987393,0.024152103631432588,0.1358055210707358
0.2936690553025769,0.8638593199817299,0.9908904676527281,0.8873247184983948,0.9929747732099979,0.32189240366124694,0.5111181841907426,0.9021068566087553
0.17135845837998864,0.9561941076806704,0.963259281249726,0.8686130048136027,0.9672700764121387,0.34504120795740534,0.8107017116547327,0.9445100611891268
0.031500713943344416,0.5429434624381493,0.21758497281233705,0.33340776952379025,0.32424336823902994,0.05916819650394112,0.014716029639337873,0.33924295568755475
0.30854819060206273,0.4068291391057727,0.2689159500383854,0.5020975621422382,0.38642663090745716,0.2688695004391687,0.06271154451379612,0.5608856203730013
0.07160770947317496,0.4148425116748249,0.3810167160032133,0.3257205979217714,0.40907957091805824,0.06375949907797573,0.04330228128972588,0.45137789142927276
0.3738531862314074,0.28925232111852917,0.35842414289778185,0.4967509038011317,0.3960529086120833,0.44231088755584824,0.11339610133019132,0.5312871923080115
0.021993354722122715,0.451537388380045,0.12152573916756754,0.3619715411943908,0.3191207229482412,0.04982415701584719,0.013692724254250593,0.3665482164729625
0.293841257876591,0.17911370083661005,0.1404652554714544,0.2778176981927815,0.20163360451141446,0.12613491018700074,0.026260674501554317,0.3574914704732078
0.2570836497042236,0.8197081599879454,0.6821961284778102,0.7092587994692181,0.6052824970983399,0.260422997429809,0.38473455342803536,0.8308036418473888
0.41879470734404345,0.7627899532360737,0.8945866981184503,0.8950623416514925,0.9306041902943675,0.6214922624933048,0.44665487191105574,0.8853090285245024
0.9346633763148336,0.8005273677047331,0.7680051081701348,0.7459581004675452,0.8703928666230196,1.0,0.5630555299014434,0.8200753315158538
0.05473136842919135,0.877307936466004,0.7468619362163529,0.5356140584830394,0.6251399238328201,0.0631556313978534,0.15859947848097494,0.6024928620907952
0.15563910534257497,0.5531026775325385,0.0659993953846274,0.012811658232834144,0.11902461041592655,0.08159402048312647,0.031071523197639016,0.322980903457928
0.0282837773958593,0.010000000000000009,0.010000000000000009,0.14361780854848266,0.07465457068746933,0.03478390610300164,0.02113331327309184,0.1006004698843247
0.05383927567575508,0.6766224406216165,0.3090838379424791,0.31782783606065784,0.36366711541544416,0.04065380992735257,0.018540886874888765,0.35002311887612586
0.04246584651549079,0.49540237804352283,0.05319430083407545,0.010000000000000009,0.061762173513312535,0.030476596071669415,0.019593344502361235,0.2098343062649674
